304,Roommates (1995),Comedy|Drama
305,Ready to Wear (Pret-A-Porter) (1994),Comedy
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
310,Rent-a-Kid (1995),Comedy
311,Relative Fear (1994),Horror|Thriller
312,Stuart Saves His Family (1995),Comedy
316,Stargate (1994),Action|Adventure|Sci-Fi
98623,Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983),Action|Comedy|Crime
319,Shallow Grave (1994),Comedy|Drama|Thriller
320,Suture (1993),Film-Noir|Thriller
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
322,Swimming with Sharks (1995),Comedy|Drama
33090,Mutant Aliens (2001),Animation|Comedy|Sci-Fi
82242,Rare Exports: A Christmas Tale (Rare Exports) (2010),Action|Comedy
325,National Lampoon's Senior Trip (1995),Comedy
326,To Live (Huozhe) (1994),Drama
327,Tank Girl (1995),Action|Comedy|Sci-Fi
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
98633,My Lucky Stars (Fuk sing go jiu) (1985),Action|Comedy
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
330,Tales from the Hood (1995),Action|Crime|Horror
331,Tom & Viv (1994),Drama
332,Village of the Damned (1995),Horror|Sci-Fi
333,Tommy Boy (1995),Comedy
334,Vanya on 42nd Street (1994),Drama
335,Underneath (1995),Mystery|Thriller
337,What's Eating Gilbert Grape (1993),Drama
164179,Arrival (2016),Sci-Fi
338,Virtuosity (1995),Action|Sci-Fi|Thriller
339,While You Were Sleeping (1995),Comedy|Romance
341,Double Happiness (1994),Drama
342,Muriel's Wedding (1994),Comedy
344,Ace Ventura: Pet Detective (1994),Comedy
346,Backbeat (1993),Drama|Musical
347,Bitter Moon (1992),Drama|Film-Noir|Romance
348,Bullets Over Broadway (1994),Comedy
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
352,Crooklyn (1994),Comedy|Drama
354,Cobb (1994),Drama
356,Forrest Gump (1994),Comedy|Drama|Romance|War
33124,Before the Fall (NaPolA - Elite für den Führer) (2004),Drama|War
357,Four Weddings and a Funeral (1994),Comedy|Romance
358,Higher Learning (1995),Drama
359,I Like It Like That (1994),Comedy|Drama|Romance
360,I Love Trouble (1994),Action|Comedy
361,It Could Happen to You (1994),Comedy|Drama|Romance
164200,Storks (2016),Animation|Children|Comedy
33132,State Property 2 (2005),Action|Crime|Drama
365,Little Buddha (1993),Drama
131439,Kill Me Three Times (2014),Thriller
368,Maverick (1994),Adventure|Comedy|Western
369,Mrs. Parker and the Vicious Circle (1994),Drama
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
33138,Palindromes (2004),Adventure|Comedy|Drama
372,Reality Bites (1994),Comedy|Drama|Romance
373,Red Rock West (1992),Thriller
374,Richie Rich (1994),Children|Comedy
115065,Justin and the Knights of Valour (2013),Adventure|Animation
377,Speed (1994),Action|Romance|Thriller
378,Speechless (1994),Comedy|Romance
49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
379,Timecop (1994),Action|Sci-Fi|Thriller
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
33148,King's Ransom (2005),Comedy|Crime
381,When a Man Loves a Woman (1994),Drama|Romance
382,Wolf (1994),Drama|Horror|Romance|Thriller
383,Wyatt Earp (1994),Western
384,Bad Company (1995),Action|Crime|Drama
164226,Maximum Ride (2016),Action|Adventure|Comedy|Fantasy|Sci-Fi|Thriller
386,S.F.W. (1994),Drama
33154,Enron: The Smartest Guys in the Room (2005),Documentary
388,Boys Life (1995),Drama
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
33158,xXx: State of the Union (2005),Action|Crime|Thriller
391,Jason's Lyric (1994),Crime|Drama
393,Street Fighter (1994),Action|Adventure|Fantasy
33162,Kingdom of Heaven (2005),Action|Drama|Romance|War
33164,House of Wax (2005),Horror|Thriller
33166,Crash (2004),Crime|Drama
33171,Mysterious Skin (2004),Drama|Mystery
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
406,Federal Hill (1994),Drama
407,In the Mouth of Madness (1995),Horror|Thriller
408,8 Seconds (1994),Drama
409,Above the Rim (1994),Crime|Drama
410,Addams Family Values (1993),Children|Comedy|Fantasy
131480,Poker Night (2014),Action|Crime|Thriller
413,Airheads (1994),Comedy
415,Another Stakeout (1993),Comedy|Thriller
416,Bad Girls (1994),Western
417,Barcelona (1994),Comedy|Romance
418,Being Human (1993),Drama
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
33188,Mischief (1985),Comedy|Romance
421,Black Beauty (1994),Adventure|Children|Drama
422,Blink (1994),Thriller
115111,Ward 13 (2003),Action|Animation|Comedy|Horror
423,Blown Away (1994),Action|Thriller
424,Blue Chips (1994),Drama
425,Blue Sky (1994),Drama|Romance
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
429,Cabin Boy (1994),Comedy
430,Calendar Girl (1993),Comedy|Drama
431,Carlito's Way (1993),Crime|Drama
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
433,Clean Slate (1994),Comedy
33201,Between Your Legs (Entre las piernas) (1999),Drama|Mystery|Romance|Thriller
434,Cliffhanger (1993),Action|Adventure|Thriller
435,Coneheads (1993),Comedy|Sci-Fi
115122,What We Do in the Shadows (2014),Comedy|Horror
436,Color of Night (1994),Drama|Thriller
437,Cops and Robbersons (1994),Comedy
440,Dave (1993),Comedy|Romance
441,Dazed and Confused (1993),Comedy
442,Demolition Man (1993),Action|Adventure|Sci-Fi
164280,Endless Poetry (2016),Drama|Fantasy
444,Even Cowgirls Get the Blues (1993),Comedy|Romance
445,Fatal Instinct (1993),Comedy
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
65982,Outlander (2008),Action|Adventure|Sci-Fi
82366,Hatchet II (2010),Comedy|Horror|Thriller
448,Fearless (1993),Drama
449,Fear of a Black Hat (1994),Comedy
450,With Honors (1994),Comedy|Drama
451,Flesh and Bone (1993),Drama|Mystery|Romance
452,Widows' Peak (1994),Drama
453,For Love or Money (1993),Comedy|Romance
455,Free Willy (1993),Adventure|Children|Drama
456,Fresh (1994),Crime|Drama|Thriller
458,Geronimo: An American Legend (1993),Drama|Western
82378,All Good Things (2010),Drama|Mystery|Thriller
460,Getting Even with Dad (1994),Comedy
115149,John Wick (2014),Action|Thriller
461,Go Fish (1994),Drama|Romance
115151,Plastic (2014),Action|Crime
464,Hard Target (1993),Action|Adventure|Crime|Thriller
466,Hot Shots! Part Deux (1993),Action|Comedy|War
467,Live Nude Girls (1995),Comedy
33237,San Francisco (1936),Drama|Musical|Romance
470,House Party 3 (1994),Comedy
472,I'll Do Anything (1994),Comedy|Drama
473,In the Army Now (1994),Comedy|War
474,In the Line of Fire (1993),Action|Thriller
475,In the Name of the Father (1993),Drama
477,What's Love Got to Do with It? (1993),Drama|Musical
478,Jimmy Hollywood (1994),Comedy|Crime|Drama
479,Judgment Night (1993),Action|Crime|Thriller
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
481,Kalifornia (1993),Drama|Thriller
482,Killing Zoe (1994),Crime|Drama|Thriller
147936,The Lord's Lantern in Budapest (1999),Comedy|Drama
484,Lassie (1994),Adventure|Children
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
486,Life with Mikey (1993),Comedy
487,Lightning Jack (1994),Comedy|Western
488,M. Butterfly (1993),Drama|Romance
489,Made in America (1993),Comedy
490,Malice (1993),Thriller
492,Manhattan Murder Mystery (1993),Comedy|Mystery
493,Menace II Society (1993),Action|Crime|Drama
494,Executive Decision (1996),Action|Adventure|Thriller
495,In the Realm of the Senses (Ai no corrida) (1976),Drama
49647,Charlotte's Web (2006),Children|Comedy|Drama|Fantasy
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
497,Much Ado About Nothing (1993),Comedy|Romance
49649,Eragon (2006),Action|Adventure|Fantasy
499,Mr. Wonderful (1993),Comedy|Romance
49651,Rocky Balboa (2006),Action|Drama
500,Mrs. Doubtfire (1993),Comedy|Drama
501,Naked (1993),Drama
504,No Escape (1994),Action|Drama|Sci-Fi
131578,Reckless Kelly (1994),Comedy
505,North (1994),Comedy
506,Orlando (1992),Drama|Fantasy|Romance
508,Philadelphia (1993),Drama
510,Poetic Justice (1993),Drama
513,Radioland Murders (1994),Comedy|Mystery|Romance
49666,Fur: An Imaginary Portrait of Diane Arbus (2006),Drama|Fantasy|Romance
516,Renaissance Man (1994),Comedy|Drama
517,Rising Sun (1993),Action|Drama|Mystery
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
520,Robin Hood: Men in Tights (1993),Comedy
521,Romeo Is Bleeding (1993),Crime|Thriller
522,Romper Stomper (1992),Action|Drama
523,Ruby in Paradise (1993),Drama
115210,Fury (2014),Action|Drama|War
524,Rudy (1993),Drama
164367,The Girl with All the Gifts (2016),Drama|Horror|Sci-Fi|Thriller
33294,Vampire Hunter D (1985),Animation|Fantasy|Horror
527,Schindler's List (1993),Drama|War
529,Searching for Bobby Fischer (1993),Drama
532,Serial Mom (1994),Comedy|Crime|Horror
98836,Hyde Park on Hudson (2012),Comedy|Drama
164375,All Roads Lead to Rome (2016),Comedy
534,Shadowlands (1993),Drama|Romance
535,Short Cuts (1993),Drama
131610,Willy/Milly (1986),Comedy|Fantasy
537,Sirens (1994),Drama
538,Six Degrees of Separation (1993),Drama
82459,True Grit (2010),Western
539,Sleepless in Seattle (1993),Comedy|Drama|Romance
540,Sliver (1993),Thriller
82461,Tron: Legacy (2010),Action|Adventure|Sci-Fi|IMAX
541,Blade Runner (1982),Action|Sci-Fi|Thriller
542,Son in Law (1993),Comedy|Drama|Romance
115231,St. Vincent (2014),Comedy
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
544,Striking Distance (1993),Action|Crime
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,Surviving the Game (1994),Action|Adventure|Thriller
548,Terminal Velocity (1994),Action|Mystery|Thriller
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
550,Threesome (1994),Comedy|Romance
553,Tombstone (1993),Action|Drama|Western
555,True Romance (1993),Crime|Thriller
66090,Eden Lake (2008),Horror|Thriller
180777,Die Frauen von Ravensbrück (2005),Documentary
66097,Coraline (2009),Animation|Fantasy|Thriller
562,Welcome to the Dollhouse (1995),Comedy|Drama
563,Germinal (1993),Drama|Romance
564,Chasers (1994),Comedy
567,Kika (1993),Comedy|Drama
568,Bhaji on the Beach (1993),Comedy|Drama
569,Little Big League (1994),Comedy|Drama
574,Spanking the Monkey (1994),Comedy|Drama
577,Andre (1994),Adventure|Children|Drama
82499,How Do You Know (2010),Comedy|Drama|Romance
580,Princess Caraboo (1994),Drama
583,Dear Diary (Caro Diario) (1994),Comedy|Drama
49735,Another Gay Movie (2006),Comedy
586,Home Alone (1990),Children|Comedy
131656,Shaun the Sheep Movie (2015),Adventure|Animation|Children|Comedy
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi
590,Dances with Wolves (1990),Adventure|Drama|Western
592,Batman (1989),Action|Crime|Thriller
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
596,Pinocchio (1940),Animation|Children|Fantasy|Musical
597,Pretty Woman (1990),Comedy|Romance
600,Love and a .45 (1994),Action|Comedy|Crime
605,One Fine Day (1996),Drama|Romance
98908,How to Make Love to a Woman (2010),Comedy|Romance
606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
82527,Barney's Version (2010),Drama
608,Fargo (1996),Comedy|Crime|Drama|Thriller
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
613,Jane Eyre (1996),Drama|Romance
615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
618,Two Much (1995),Comedy|Romance
619,Ed (1996),Comedy
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
632,Land and Freedom (Tierra y libertad) (1995),Drama|War
633,Denise Calls Up (1995),Comedy
634,Theodore Rex (1995),Comedy
66171,Push (2009),Sci-Fi|Thriller
636,Frisk (1995),Drama
637,Sgt. Bilko (1996),Comedy
638,Jack and Sarah (1995),Romance
639,Girl 6 (1996),Comedy|Drama
640,Diabolique (1996),Drama|Thriller
131714,Last Knights (2015),Action|Adventure
49793,We Are Marshall (2006),Drama
645,Nelly & Monsieur Arnaud (1995),Drama
647,Courage Under Fire (1996),Action|Crime|Drama|War
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama
650,Moll Flanders (1996),Drama
653,Dragonheart (1996),Action|Adventure|Fantasy
33421,Dear Wendy (2005),Drama
131724,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary
656,Eddie (1996),Comedy
98961,Zero Dark Thirty (2012),Action|Drama|Thriller
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
662,Fear (1996),Thriller
663,Kids in the Hall: Brain Candy (1996),Comedy
665,Underground (1995),Comedy|Drama|War
131739,Batman vs. Robin (2015),Action|Adventure|Animation
66203,He's Just Not That Into You (2009),Comedy|Drama|Romance
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action
33435,Los Angeles Plays Itself (2003),Documentary
668,Song of the Little Road (Pather Panchali) (1955),Drama
